STATE,FATAL,SERIOUS,MINOR,TOTAL CASES,NUMBER INJURED,NUMBER KILLED,TOTAL CASUALTY,PEOPLE INVOLVED,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,QUARTER,YEAR,All Sky Surface Total PAR (MJ/m^2/day),All Sky Surface UV Index (W m-2 x 40),deg Cloud Amount (%),Surface Soil Wetness (1),Precipitation Corrected (mm/day),Surface Pressure (kPa),Specific Humidity at 2 Meters (g/kg),Temperature at 2 Meters (C),Dew/Frost Point at 2 Meters (C),Earth Skin Temperature (C),Wind Direction at 2 Meters (Degrees),Wind Speed at 10 Meters Range (m/s),Wind Speed at 2 Meters (m/s),CAUSE_SUM,CAUSE_RATE,lat,lon
RIVERS,3,16,2,21,54,4,58,118,12,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,Q1,2021,7.526666666666667,1.6766666666666667,70.50666666666666,0.81,2.19,100.63,18.386666666666667,26.653333333333336,23.67,26.606666666666666,246.0666666666667,1.5466666666666666,0.85,79,3.761904761904762,4.8156,7.0498
SOKOTO,15,22,0,37,119,33,152,205,46,0,1,0,1,0,1,1,5,0,1,1,0,0,0,0,0,0,Q1,2021,9.410000000000002,2.063333333333333,21.61,0.2133333333333333,0.0,97.92,4.963333333333334,25.346666666666664,2.273333333333333,25.526666666666667,76.60000000000001,4.57,2.873333333333333,189,5.108108108108108,13.0059,5.2476
TARABA,8,58,1,67,213,12,225,315,31,0,3,1,0,0,0,3,21,0,1,3,22,0,0,0,19,0,Q1,2021,9.38,2.2266666666666666,45.583333333333336,0.2733333333333334,0.1166666666666666,98.03,6.816666666666666,28.05,6.196666666666666,28.83666666666667,107.36666666666667,3.883333333333333,2.9766666666666666,292,4.358208955223881,8.8904,11.363
YOBE,17,24,1,42,235,35,270,379,28,0,5,1,0,1,0,6,7,1,1,1,0,0,0,0,0,0,Q1,2021,9.713333333333331,2.2133333333333334,25.10333333333333,0.0733333333333333,0.0,96.79666666666668,3.716666666666667,25.723333333333333,-1.6066666666666665,26.563333333333333,41.16666666666666,3.66,2.6533333333333333,312,7.428571428571429,12.0,11.5
ZAMFARA,8,33,0,41,153,14,167,235,29,0,2,0,0,0,1,6,2,0,5,0,1,0,0,0,1,0,Q1,2021,9.286666666666669,2.0733333333333333,26.536666666666665,0.2833333333333333,0.0033333333333333,95.12,5.28,24.413333333333338,2.6566666666666667,25.026666666666667,76.96666666666667,5.126666666666666,3.436666666666667,208,5.073170731707317,12.1704,6.659
ABIA,10,11,0,21,69,19,88,177,20,0,1,1,1,1,0,0,3,0,4,0,0,0,0,0,0,1,Q2,2021,7.986666666666667,1.84,82.89333333333333,0.73,6.873333333333334,100.00333333333332,18.78,26.31,24.00333333333333,26.37333333333333,224.2,1.9766666666666663,1.3733333333333333,109,5.190476190476191,5.4527,7.5248
ADAMAWA,11,76,3,90,280,21,301,468,70,0,3,3,0,0,0,11,1,0,3,14,0,0,0,0,2,0,Q2,2021,9.863333333333332,2.2433333333333336,76.51666666666667,0.3666666666666667,2.8866666666666667,97.96999999999998,14.89,30.63,19.2,31.96,257.03333333333336,3.2900000000000005,2.0933333333333333,391,4.344444444444444,9.3265,12.3984
AKWA IBOM,6,9,1,16,32,10,42,87,10,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,Q2,2021,,,,,,,,,,,,,,58,3.625,5.0377,7.9128
ANAMBRA,15,31,20,66,138,18,156,418,37,0,2,4,38,0,0,6,1,0,6,0,1,0,0,0,5,0,Q2,2021,8.459999999999999,1.91,79.51,0.7399999999999999,8.02,99.87666666666668,18.846666666666668,26.3,24.040000000000003,26.41,228.0,2.22,1.5733333333333333,222,3.363636363636364,6.21,7.07
BAUCHI,33,72,0,105,418,46,464,737,55,0,8,5,0,2,0,17,7,0,5,5,1,0,0,0,7,0,Q2,2021,9.806666666666668,2.2533333333333334,69.72000000000001,0.49,9.77,95.12,14.026666666666666,28.60333333333333,17.423333333333332,29.593333333333334,164.16666666666666,3.49,2.1533333333333333,569,5.419047619047619,10.3158,9.8442
BAYELSA,2,5,3,10,19,3,22,42,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,Q2,2021,7.593333333333334,1.7266666666666666,79.41333333333334,0.9333333333333332,12.47,100.88,19.35,26.473333333333333,24.64,26.62333333333333,225.63333333333333,1.6900000000000002,1.22,32,3.2,4.7719000000000005,6.0699
BENUE,7,59,3,69,170,19,189,236,63,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,Q2,2021,8.763333333333334,1.9933333333333332,81.95666666666666,0.6066666666666666,2.77,99.43333333333334,17.67,27.44333333333333,22.863333333333333,28.0,222.16666666666663,2.6566666666666667,2.026666666666667,258,3.739130434782609,7.1907,8.1297
BORNO,2,15,0,17,65,4,69,103,7,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,Q2,2021,10.353333333333332,2.3666666666666667,75.44,0.15,1.2766666666666666,97.19333333333331,9.736666666666666,32.56,10.57,34.5,144.76666666666668,3.9033333333333338,2.6633333333333336,86,5.0588235294117645,11.8333,13.15
CROSS RIVER,5,20,4,29,74,5,79,149,17,1,2,1,5,0,0,4,1,0,0,1,0,0,0,0,1,1,Q2,2021,7.916666666666667,1.856666666666667,84.14999999999999,0.7399999999999999,4.883333333333334,99.7,18.53333333333333,26.423333333333336,23.73333333333333,26.563333333333333,218.36666666666667,2.1566666666666667,1.54,108,3.724137931034482,5.9631,8.7268
DELTA,9,28,4,41,136,16,152,311,46,0,6,1,5,0,0,3,0,0,0,0,0,0,0,0,10,1,Q2,2021,7.776666666666667,1.76,76.42666666666666,0.92,10.42,100.96333333333332,19.496666666666663,26.256666666666664,24.78,26.28333333333333,227.46666666666667,0.8666666666666667,0.33,193,4.7073170731707314,5.532,5.8987
EBONYI,9,19,1,29,82,15,97,185,20,0,6,0,0,0,0,4,0,0,1,0,0,0,0,0,2,2,Q2,2021,8.616666666666667,1.9666666666666663,81.88666666666667,0.6633333333333333,3.2100000000000004,100.02333333333333,18.25,26.98333333333333,23.52333333333333,27.33,222.0,2.48,1.83,126,4.344827586206897,6.2649,8.013
EDO,19,30,9,58,154,34,188,370,61,0,3,2,4,0,0,9,1,0,1,0,0,0,0,0,0,0,Q2,2021,8.016666666666667,1.8133333333333328,81.19333333333333,0.81,7.766666666666667,99.98666666666666,19.23333333333333,25.916666666666668,24.39333333333333,25.936666666666667,231.4333333333333,1.2733333333333334,0.8099999999999999,246,4.241379310344827,6.5244,5.8987
EKITI,13,23,5,41,98,20,118,252,39,0,2,0,1,1,0,1,4,1,0,1,0,0,0,0,10,0,Q2,2021,8.413333333333332,1.9066666666666665,78.33666666666666,0.7233333333333333,6.536666666666666,96.81333333333332,18.09,25.096666666666664,22.84,25.286666666666665,221.66666666666663,2.02,1.3533333333333333,159,3.8780487804878048,7.6656,5.3103
ENUGU,13,34,19,66,157,22,179,453,8,0,9,2,4,1,0,9,4,0,2,0,0,0,0,0,39,0,Q2,2021,8.459999999999999,1.91,79.51,0.6699999999999999,4.57,99.33,18.41,26.23,23.566666666666663,26.35333333333333,228.5,2.4266666666666663,1.7333333333333334,245,3.712121212121212,6.5244,7.5086
FCT,31,168,53,252,483,37,520,1273,135,0,10,4,6,0,0,1,22,0,15,9,0,2,0,0,144,8,Q2,2021,8.963333333333333,2.04,80.56333333333333,0.5166666666666667,3.4066666666666667,98.05,17.043333333333333,27.923333333333336,21.87333333333333,28.60333333333333,197.46666666666667,2.78,1.4933333333333334,772,3.063492063492064,8.8941,7.186
GOMBE,15,76,2,93,239,28,267,427,40,0,1,0,2,6,0,3,26,0,5,3,0,0,0,0,21,0,Q2,2021,10.073333333333332,2.286666666666666,73.01333333333334,0.4766666666666666,6.1066666666666665,96.60333333333334,14.886666666666663,29.03,18.73,30.12,204.0666666666667,3.5066666666666664,2.486666666666667,360,3.870967741935484,10.2892,11.167
IMO,6,13,4,23,64,14,78,145,6,0,5,0,3,0,0,1,3,0,2,1,0,0,0,0,3,0,Q2,2021,7.986666666666667,1.84,82.89333333333333,0.8133333333333334,9.886666666666668,100.35,19.023333333333333,26.46333333333333,24.27,26.55333333333333,226.9333333333333,1.85,1.2233333333333334,101,4.391304347826087,5.572,7.0588
JIGAWA,22,41,0,63,370,46,416,499,74,0,12,1,0,7,1,6,0,0,6,9,0,0,0,1,2,1,Q2,2021,10.756666666666666,2.373333333333333,68.14333333333333,0.19,2.23,96.38,9.873333333333331,31.11,10.713333333333331,31.793333333333333,128.13333333333333,2.91,1.41,479,7.603174603174603,12.228,9.561
KADUNA,94,126,2,222,837,217,1054,1790,179,0,21,1,3,4,1,31,12,2,4,8,0,0,0,5,19,9,Q2,2021,9.973333333333334,2.29,70.87333333333333,0.6666666666666666,19.44,94.07333333333332,15.743333333333334,25.76,19.65333333333333,26.146666666666665,203.6,2.78,1.7533333333333332,1276,5.747747747747748,10.3764,7.709799999999999
KANO,22,47,1,70,286,57,343,480,56,0,3,1,1,0,3,7,6,1,1,2,0,0,0,0,0,6,Q2,2021,10.446666666666667,2.3433333333333333,65.06,0.2366666666666666,2.3866666666666667,95.91333333333334,10.53,30.22,12.006666666666668,30.33,138.96666666666667,2.6266666666666665,1.0766666666666669,413,5.9,11.999,8.522
KATSINA,20,19,0,39,148,40,188,229,40,0,2,0,0,0,0,2,8,3,0,0,0,0,0,0,3,0,Q2,2021,10.483333333333333,2.3233333333333333,64.93666666666667,0.1466666666666666,1.5766666666666669,95.57,9.163333333333334,31.076666666666668,9.136666666666668,32.71333333333333,142.5,3.806666666666666,2.5766666666666667,227,5.82051282051282,12.9843,7.6223
KEBBI,4,47,2,53,130,4,134,220,41,0,0,0,0,1,0,4,1,0,4,0,0,1,0,0,2,1,Q2,2021,10.436666666666666,2.31,71.97,0.1933333333333333,1.14,98.11333333333332,12.803333333333333,32.49666666666666,16.47,33.669999999999995,171.96666666666667,3.01,1.8133333333333328,187,3.5283018867924527,12.4504,4.1999
KOGI,21,57,19,97,246,25,271,705,56,0,3,6,5,4,0,10,9,0,7,2,2,0,0,0,32,3,Q2,2021,8.636666666666667,1.9333333333333331,77.25666666666666,0.64,5.556666666666668,98.89,18.183333333333334,26.74666666666667,23.27,27.10333333333333,218.7,2.553333333333333,2.04,368,3.7938144329896906,7.733,6.6906
KWARA,32,63,13,108,368,80,448,750,64,0,10,6,3,0,0,16,3,0,0,0,0,2,0,0,37,3,Q2,2021,9.036666666666669,2.043333333333333,72.46,0.4833333333333333,3.3633333333333333,97.68333333333334,16.39,28.296666666666667,21.14,29.296666666666667,212.9,3.206666666666667,2.5,556,5.148148148148148,8.9669,4.3874
LAGOS,28,75,42,145,266,47,313,717,75,0,7,6,20,0,0,6,14,6,3,0,0,0,0,3,0,6,Q2,2021,8.19,1.8166666666666669,78.28666666666668,0.5833333333333334,4.463333333333333,100.78666666666668,19.313333333333333,27.243333333333336,24.596666666666664,27.52333333333333,221.76666666666665,1.63,2.18,458,3.1586206896551725,6.5244,3.3792
NASARAWA,37,182,23,242,600,53,653,1106,107,1,6,2,5,3,2,43,37,1,10,4,1,2,0,0,48,14,Q2,2021,8.963333333333333,2.04,80.56333333333333,0.5333333333333333,4.496666666666666,98.25333333333332,17.28,27.60333333333333,22.14,28.24666666666667,218.2,2.61,1.7,895,3.698347107438016,8.54,7.7197
NIGER,47,98,3,148,516,103,619,946,114,0,7,1,2,2,2,16,1,2,6,4,0,0,0,18,14,5,Q2,2021,9.326666666666666,2.0933333333333333,79.89666666666666,0.4033333333333333,2.5033333333333334,99.50666666666666,16.790000000000003,29.57333333333333,21.876666666666665,30.473333333333333,200.1,3.0033333333333334,1.7033333333333331,767,5.1824324324324325,9.0819,6.019
OGUN,73,185,79,337,637,121,758,1980,293,0,0,17,0,0,0,19,3,0,5,1,0,1,0,0,0,4,Q2,2021,8.19,1.8166666666666669,78.28666666666668,0.6866666666666666,5.3500000000000005,100.03666666666668,19.063333333333333,26.24333333333333,24.25333333333333,26.356666666666666,214.96666666666667,1.55,1.12,1095,3.249258160237389,6.998,3.4737
ONDO,32,68,14,114,299,47,346,772,90,2,9,3,5,0,0,13,13,5,3,2,0,2,0,1,0,0,Q2,2021,8.413333333333332,1.9066666666666665,78.33666666666666,0.7233333333333333,6.536666666666666,96.81333333333332,18.09,25.096666666666664,22.84,25.286666666666665,221.66666666666663,2.02,1.3533333333333333,460,4.035087719298246,7.2508,5.2103
OSUN,24,55,8,87,250,52,302,615,61,0,15,3,7,1,1,8,4,2,4,3,0,0,0,3,0,0,Q2,2021,8.383333333333333,1.8966666666666665,77.04,0.7733333333333333,6.933333333333334,98.16333333333334,18.546666666666667,25.5,23.48333333333333,25.57333333333333,217.53333333333333,1.6166666666666665,1.0133333333333334,389,4.471264367816092,7.5629,4.52
OYO,46,96,10,152,400,85,485,1009,107,1,10,2,4,0,0,22,12,5,11,2,0,0,0,5,0,0,Q2,2021,8.473333333333334,1.903333333333333,81.81666666666666,0.66,6.390000000000001,97.86,18.066666666666663,25.820000000000004,23.0,26.070000000000004,213.33333333333331,2.4266666666666663,1.8333333333333333,637,4.190789473684211,7.85,3.933
PLATEAU,13,68,18,99,283,23,306,579,31,0,2,3,17,0,0,10,17,1,2,4,0,0,0,0,6,11,Q2,2021,9.35,2.17,72.84333333333332,0.4466666666666667,4.12,95.07333333333334,15.283333333333331,27.4,19.203333333333333,28.55666666666667,229.7,3.0866666666666664,2.31,405,4.090909090909091,9.2182,9.517
RIVERS,4,16,6,26,65,6,71,142,13,0,0,0,2,0,2,3,4,0,4,0,0,0,0,0,0,1,Q2,2021,7.59,1.7700000000000002,81.85000000000001,0.8933333333333332,11.176666666666668,100.76,19.23333333333333,26.47,24.52,26.49333333333333,223.0666666666667,1.4366666666666668,0.81,97,3.730769230769231,4.8156,7.0498
SOKOTO,20,3,0,23,87,37,124,196,35,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,Q2,2021,10.676666666666668,2.3466666666666667,60.52333333333333,0.1866666666666666,1.0799999999999998,97.72666666666667,11.806666666666668,32.330000000000005,14.713333333333331,33.973333333333336,170.53333333333333,3.56,2.4166666666666665,147,6.391304347826087,13.0059,5.2476
TARABA,5,51,0,56,171,12,183,254,28,0,1,0,0,3,0,2,21,0,1,0,0,0,0,0,21,0,Q2,2021,9.233333333333334,2.15,82.07666666666667,0.41,3.6766666666666654,98.07666666666668,16.13,28.820000000000004,20.65333333333333,29.743333333333336,224.36666666666667,3.4466666666666668,2.513333333333333,239,4.267857142857143,8.8904,11.363
YOBE,9,23,0,32,168,17,185,247,24,0,11,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,Q2,2021,10.886666666666668,2.4166666666666665,60.586666666666666,0.14,2.05,96.59,9.936666666666667,31.686666666666667,10.756666666666668,33.04333333333333,135.76666666666668,3.523333333333333,2.18,217,6.78125,12.0,11.5
ZAMFARA,18,26,2,46,213,50,263,386,35,1,5,0,0,2,0,5,0,0,4,1,0,0,0,0,3,1,Q2,2021,10.523333333333332,2.3466666666666667,61.946666666666665,0.3033333333333333,2.036666666666666,95.01333333333334,12.173333333333334,29.64333333333333,14.67,31.19,170.83333333333334,3.5400000000000005,2.396666666666667,309,6.717391304347826,12.1704,6.659
ABIA,7,10,3,20,62,11,73,140,4,0,5,0,5,0,0,4,2,0,3,0,0,1,0,0,0,0,Q3,2021,6.706666666666667,1.5433333333333332,88.70333333333333,0.8266666666666667,7.256666666666667,100.20333333333332,17.849999999999998,25.06,23.203333333333333,25.14,233.86666666666667,2.216666666666667,1.63,93,4.65,5.4527,7.5248
ADAMAWA,14,58,8,80,208,26,234,391,66,0,2,1,0,0,0,15,1,0,4,6,0,0,0,0,0,0,Q3,2021,8.396666666666667,1.923333333333333,77.27666666666666,0.6,6.743333333333333,98.24,17.456666666666667,25.786666666666665,22.51,25.926666666666662,254.16666666666663,2.686666666666667,1.5599999999999998,314,3.925,9.3265,12.3984
AKWA IBOM,1,8,4,13,18,1,19,75,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,Q3,2021,,,,,,,,,,,,,,32,2.4615384615384617,5.0377,7.9128
ANAMBRA,12,39,11,62,142,17,159,411,20,0,4,1,32,0,0,5,1,0,9,56,0,3,0,0,3,12,Q3,2021,7.04,1.6166666666666665,86.79,0.88,9.593333333333334,100.07,17.95,24.99333333333333,23.27,25.12,236.0666666666667,2.273333333333333,1.8433333333333333,221,3.564516129032258,6.21,7.07
BAUCHI,39,86,5,130,627,79,706,1010,69,0,7,7,0,2,1,15,6,1,8,0,4,0,1,0,5,1,Q3,2021,8.953333333333333,2.1166666666666667,78.07666666666667,0.8866666666666667,21.64333333333333,95.34333333333332,17.213333333333335,24.33666666666667,21.790000000000003,24.3,220.83333333333331,2.553333333333333,1.3833333333333335,836,6.430769230769231,10.3158,9.8442
BAYELSA,3,9,7,19,23,8,31,72,16,0,0,2,0,1,0,0,1,0,1,0,0,0,0,1,0,0,Q3,2021,6.34,1.4533333333333331,86.60666666666667,0.9533333333333333,13.31,101.08333333333331,18.043333333333333,25.2,23.526666666666667,25.42,232.8,2.123333333333333,1.55,50,2.631578947368421,4.7719000000000005,6.0699
BENUE,10,37,6,53,159,18,177,245,37,0,0,0,1,0,0,2,7,0,0,0,0,1,0,0,0,5,Q3,2021,7.266666666666667,1.66,84.83,0.6733333333333333,3.553333333333333,99.63333333333333,17.323333333333334,25.506666666666664,22.62333333333333,25.743333333333336,230.8,2.6966666666666668,1.8566666666666665,230,4.339622641509434,7.1907,8.1297
BORNO,2,14,1,17,110,3,113,188,9,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,Q3,2021,8.856666666666667,2.043333333333333,75.02666666666666,0.3966666666666666,3.44,97.46999999999998,16.680000000000003,27.41333333333333,21.613333333333333,28.13,241.13333333333333,2.7566666666666664,2.1,130,7.647058823529412,11.8333,13.15
CROSS RIVER,8,26,3,37,144,15,159,229,24,0,5,1,1,0,0,7,0,0,0,0,0,0,0,1,0,1,Q3,2021,6.523333333333333,1.5266666666666666,90.18666666666668,0.77,4.22,99.90666666666668,17.496666666666666,25.16,22.83333333333333,25.256666666666664,230.46666666666667,2.4466666666666668,1.7133333333333332,196,5.297297297297297,5.9631,8.7268
DELTA,11,28,6,45,122,23,145,279,30,0,2,4,2,0,2,3,0,0,6,0,2,0,0,0,15,0,Q3,2021,6.523333333333333,1.4966666666666668,83.70333333333333,0.9433333333333334,11.303333333333333,101.17,18.016666666666666,25.026666666666667,23.52,25.093333333333334,235.23333333333332,1.2366666666666666,0.4166666666666667,190,4.222222222222222,5.532,5.8987
EBONYI,9,18,7,34,100,18,118,272,19,0,4,2,0,0,0,4,0,0,1,0,0,0,0,0,0,5,Q3,2021,7.203333333333333,1.663333333333333,86.12,0.7166666666666667,3.5766666666666667,100.23,17.593333333333334,25.436666666666667,22.97666666666667,25.576666666666668,231.73333333333332,2.51,1.8133333333333328,152,4.470588235294118,6.2649,8.013
EDO,19,36,11,66,158,33,191,419,68,0,2,3,7,0,0,11,1,0,0,0,0,0,0,0,5,1,Q3,2021,6.716666666666666,1.5466666666666666,87.95333333333333,0.92,11.033333333333331,100.18333333333334,18.006666666666664,24.723333333333333,23.34,24.77,234.46666666666667,1.59,0.9433333333333334,257,3.893939393939394,6.5244,5.8987
EKITI,7,31,6,44,127,10,137,287,30,0,0,0,6,0,0,3,2,3,1,0,0,1,0,0,14,0,Q3,2021,6.913333333333333,1.61,88.56,0.8733333333333334,11.410000000000002,96.97333333333334,17.209999999999997,23.736666666666668,22.070000000000004,23.863333333333333,229.33333333333331,2.2166666666666663,1.43,181,4.113636363636363,7.6656,5.3103
ENUGU,21,52,24,97,270,28,298,748,45,0,6,1,21,0,0,7,2,0,1,0,0,0,0,0,17,0,Q3,2021,7.04,1.6166666666666665,86.79,0.7399999999999999,6.403333333333333,99.52,17.580000000000002,24.936666666666667,22.846666666666664,25.040000000000003,237.0,2.5733333333333337,1.8733333333333333,395,4.072164948453608,6.5244,7.5086
FCT,44,199,64,307,562,57,619,1629,260,0,12,0,3,2,0,5,19,1,25,4,0,0,0,2,87,16,Q3,2021,7.406666666666666,1.7166666666666668,84.82,0.73,8.943333333333333,98.26,17.536666666666665,25.05333333333333,22.586666666666662,25.08333333333333,217.26666666666665,2.6466666666666665,1.3666666666666665,926,3.01628664495114,8.8941,7.186
GOMBE,10,60,3,73,218,13,231,334,38,3,5,1,1,0,0,7,8,0,3,5,0,1,0,0,11,0,Q3,2021,8.783333333333333,2.023333333333333,76.43333333333334,0.88,15.456666666666669,96.84333333333332,17.69,24.82,22.486666666666665,24.843333333333334,220.26666666666665,2.6,1.6799999999999995,304,4.164383561643835,10.2892,11.167
IMO,9,15,3,27,85,16,101,251,10,0,2,1,4,0,0,3,3,0,2,0,0,1,0,0,1,0,Q3,2021,6.706666666666667,1.5433333333333332,88.70333333333333,0.9233333333333332,10.156666666666666,100.55333333333331,18.05333333333333,25.163333333333338,23.44333333333333,25.276666666666667,236.33333333333331,2.026666666666667,1.4900000000000002,128,4.7407407407407405,5.572,7.0588
JIGAWA,23,70,1,94,312,65,377,560,89,0,8,1,0,7,1,3,2,0,8,5,0,0,2,0,6,5,Q3,2021,9.77,2.1966666666666668,71.66,0.7633333333333333,15.676666666666668,96.63666666666668,17.44666666666667,25.82333333333333,22.206666666666667,25.766666666666666,254.5666666666667,1.663333333333333,0.6533333333333333,471,5.01063829787234,12.228,9.561
KADUNA,58,111,5,174,684,144,828,1471,118,0,7,3,2,3,0,29,2,2,11,0,0,0,0,1,16,7,Q3,2021,8.143333333333333,1.94,83.47333333333334,0.9666666666666668,37.906666666666666,94.24333333333334,17.16,23.44333333333333,21.55,23.506666666666664,208.5,2.526666666666667,1.5433333333333332,1002,5.758620689655173,10.3764,7.709799999999999
KANO,15,17,0,32,131,53,184,283,16,0,4,0,1,0,0,3,8,0,0,0,0,0,0,0,1,0,Q3,2021,9.116666666666667,2.103333333333333,74.38666666666667,0.7399999999999999,17.16,96.15666666666668,17.273333333333333,25.63,21.94666666666667,25.516666666666666,251.13333333333333,1.4800000000000002,0.3766666666666666,216,6.75,11.999,8.522
KATSINA,15,3,0,18,98,33,131,138,21,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,Q3,2021,9.15,2.0866666666666664,72.84333333333333,0.7466666666666667,17.316666666666666,95.81333333333332,17.59,25.15333333333333,22.21,25.15,242.53333333333333,2.8166666666666664,1.8966666666666665,149,8.277777777777779,12.9843,7.6223
KEBBI,15,39,0,54,159,59,218,312,41,0,0,1,0,1,0,4,8,0,2,0,0,0,0,1,0,0,Q3,2021,8.87,2.0033333333333334,74.97666666666667,0.5866666666666667,8.703333333333333,98.38666666666668,17.59,26.95,22.636666666666667,27.00666666666667,211.86666666666665,2.0766666666666667,0.8933333333333334,272,5.037037037037037,12.4504,4.1999
KOGI,22,59,14,95,280,42,322,786,72,0,5,4,7,0,0,9,6,0,8,1,1,0,0,1,21,2,Q3,2021,7.296666666666667,1.6733333333333331,85.67,0.79,9.38,99.08333333333331,17.613333333333333,24.97666666666667,22.80333333333333,25.12,228.0,2.54,1.83,417,4.389473684210526,7.733,6.6906
KWARA,9,55,14,78,255,21,276,551,65,0,5,5,3,0,0,7,4,0,1,1,1,0,0,0,14,2,Q3,2021,7.46,1.7566666666666666,85.61,0.6733333333333333,6.986666666666667,97.88333333333333,17.173333333333332,25.113333333333333,22.186666666666667,25.296666666666667,225.23333333333332,3.0933333333333337,1.9333333333333336,354,4.538461538461538,8.9669,4.3874
LAGOS,29,76,36,141,233,41,274,689,71,1,2,13,15,0,0,9,10,2,8,0,1,0,1,2,0,9,Q3,2021,6.963333333333334,1.606666666666667,82.9,0.6733333333333333,8.666666666666666,100.98666666666666,17.93,25.62,23.413333333333338,25.930000000000003,229.33333333333331,1.7466666666666668,2.5866666666666664,415,2.9432624113475176,6.5244,3.3792
NASARAWA,27,148,37,212,535,33,568,921,126,0,9,1,4,1,0,32,34,0,9,1,0,0,0,0,37,11,Q3,2021,7.406666666666666,1.7166666666666668,84.82,0.71,7.773333333333333,98.45666666666666,17.49,25.02333333333333,22.58,25.116666666666664,228.03333333333333,2.5500000000000003,1.4566666666666668,780,3.679245283018868,8.54,7.7197
NIGER,64,151,4,219,577,150,727,1227,162,2,5,0,2,0,0,27,6,0,11,3,0,0,0,25,26,4,Q3,2021,7.563333333333333,1.7466666666666668,85.22000000000001,0.6466666666666666,8.636666666666665,99.74,17.846666666666668,26.113333333333333,23.12333333333333,26.19666666666667,223.16666666666663,2.54,1.41,946,4.319634703196347,9.0819,6.019
OGUN,59,169,71,299,618,98,716,1889,253,0,6,19,2,1,1,10,5,0,12,0,0,2,0,0,0,1,Q3,2021,6.963333333333334,1.606666666666667,82.9,0.8233333333333334,12.55,100.22666666666667,17.856666666666666,24.99666666666667,23.21333333333333,25.19333333333333,223.23333333333332,1.846666666666667,1.3266666666666669,1015,3.3946488294314383,6.998,3.4737
ONDO,31,62,3,96,251,51,302,580,72,0,2,1,4,0,1,11,12,5,4,1,0,0,0,0,0,0,Q3,2021,6.913333333333333,1.61,88.56,0.8733333333333334,11.410000000000002,96.97333333333334,17.209999999999997,23.736666666666668,22.070000000000004,23.863333333333333,229.33333333333331,2.2166666666666663,1.43,398,4.145833333333333,7.2508,5.2103
OSUN,35,57,13,105,324,82,406,866,78,0,8,4,6,1,0,17,9,2,9,0,0,0,0,0,0,0,Q3,2021,6.79,1.596666666666667,87.96999999999998,0.92,13.58,98.34,17.566666666666666,24.246666666666663,22.633333333333336,24.290000000000003,224.96666666666667,1.836666666666667,1.11,511,4.866666666666666,7.5629,4.52
OYO,34,93,10,137,344,58,402,888,88,1,14,4,11,0,0,18,6,2,7,1,0,0,0,4,3,0,Q3,2021,7.023333333333333,1.643333333333333,85.31666666666666,0.85,12.596666666666666,98.03666666666668,17.41,24.343333333333334,22.44,24.44666666666667,222.4333333333333,2.603333333333333,1.8533333333333333,539,3.934306569343066,7.85,3.933
PLATEAU,13,56,8,77,249,25,274,417,23,0,4,5,15,0,0,9,10,0,0,2,0,0,0,0,2,7,Q3,2021,8.226666666666667,1.94,79.40333333333332,0.82,8.78,95.27,16.833333333333332,23.593333333333334,21.4,23.64333333333333,233.9333333333333,2.61,1.643333333333333,351,4.558441558441558,9.2182,9.517
RIVERS,8,17,6,31,88,23,111,208,16,0,2,0,2,0,0,6,4,0,5,0,0,0,0,0,0,1,Q3,2021,6.016666666666667,1.403333333333333,89.07,0.9466666666666668,12.55,100.96,18.063333333333333,25.21333333333333,23.516666666666666,25.25,231.2,1.6833333333333331,1.0033333333333332,142,4.580645161290323,4.8156,7.0498
SOKOTO,10,14,3,27,78,15,93,175,26,0,2,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,Q3,2021,9.44,2.106666666666667,71.52666666666667,0.5833333333333334,12.463333333333331,97.99666666666668,17.66,26.736666666666665,22.64,26.89333333333333,213.66666666666663,2.61,1.5200000000000002,120,4.444444444444445,13.0059,5.2476
TARABA,2,43,0,45,128,3,131,211,18,0,0,0,0,1,0,6,15,0,2,0,4,0,0,0,20,0,Q3,2021,7.563333333333333,1.8,84.28,0.6033333333333334,5.976666666666667,98.31333333333332,17.596666666666668,25.00333333333333,22.656666666666663,25.12333333333333,230.8,3.29,1.8833333333333333,176,3.911111111111111,8.8904,11.363
YOBE,21,29,5,55,292,41,333,502,33,0,14,0,0,2,0,8,7,0,1,0,0,0,0,0,1,0,Q3,2021,9.753333333333334,2.2,71.09666666666666,0.6533333333333333,9.756666666666666,96.84666666666668,17.496666666666666,25.87,22.3,25.883333333333336,222.46666666666667,2.333333333333333,1.22,388,7.054545454545455,12.0,11.5
