STATE,FATAL,SERIOUS,MINOR,TOTAL CASES,NUMBER INJURED,NUMBER KILLED,TOTAL CASUALTY,PEOPLE INVOLVED,SPV,UPD,TBT,MDV,BFL,OVL,DOT,WOT,DGD,BRD,RTV,OBS,SOS,DAD,PWR,FTQ,SLV,OTHERS,QUARTER,YEAR,All Sky Surface Total PAR (MJ/m^2/day),All Sky Surface UV Index (W m-2 x 40),deg Cloud Amount (%),Surface Soil Wetness (1),Precipitation Corrected (mm/day),Surface Pressure (kPa),Specific Humidity at 2 Meters (g/kg),Temperature at 2 Meters (C),Dew/Frost Point at 2 Meters (C),Earth Skin Temperature (C),Wind Direction at 2 Meters (Degrees),Wind Speed at 10 Meters Range (m/s),Wind Speed at 2 Meters (m/s),CAUSE_SUM,CAUSE_RATE,lat,lon
AKWA IBOM,3,6,0,9,16,3,19,32,4,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,Q1,2023,,,,,,,,,,,,,,28,3.111111111111111,5.0377,7.9128
ANAMBRA,4,8,3,15,76,3,79,161,8,0,0,3,1,0,0,2,0,0,2,0,0,0,0,0,1,2,Q1,2023,8.773333333333333,1.7566666666666666,46.086666666666666,0.6466666666666666,1.51,99.81,16.106666666666666,25.756666666666664,21.12,25.55666666666667,300.56666666666666,2.813333333333333,1.6333333333333335,94,6.266666666666667,6.21,7.07
BAUCHI,43,56,11,110,473,139,612,826,79,0,12,3,2,2,1,24,5,2,4,4,0,0,0,0,7,10,Q1,2023,9.42,1.9433333333333331,31.843333333333334,0.4133333333333333,1.356666666666667,95.26666666666668,7.053333333333334,23.666666666666668,7.083333333333333,23.69,43.1,3.87,2.563333333333333,722,6.563636363636364,10.3158,9.8442
BAYELSA,2,2,2,6,11,1,12,28,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Q1,2023,8.103333333333333,1.6,57.583333333333336,0.79,2.893333333333333,100.81,17.663333333333334,26.31,22.973333333333333,26.256666666666664,256.8333333333333,1.8733333333333333,1.3266666666666669,18,3.0,4.7719000000000005,6.0699
BENUE,3,27,7,37,84,4,88,226,19,0,1,2,1,0,0,3,1,0,4,1,0,0,0,0,0,5,Q1,2023,9.136666666666668,1.8333333333333333,41.18333333333334,0.4599999999999999,0.5733333333333334,99.38666666666666,12.323333333333332,27.426666666666662,16.206666666666667,28.366666666666664,103.7,4.246666666666667,2.296666666666667,125,3.3783783783783785,7.1907,8.1297
BORNO,6,17,3,26,76,9,85,115,6,0,7,1,0,0,0,0,2,0,0,0,0,0,0,0,9,1,Q1,2023,9.763333333333334,2.053333333333333,41.73,0.1033333333333333,0.0133333333333333,97.45333333333332,3.76,26.93,-0.9566666666666666,28.183333333333337,34.96666666666667,3.9466666666666663,3.3800000000000003,111,4.269230769230769,11.8333,13.15
CROSS RIVER,5,7,0,12,35,7,42,76,12,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,Q1,2023,8.506666666666668,1.7299999999999998,53.74,0.66,0.73,99.63333333333333,16.25,26.93,21.40333333333333,27.25,226.03333333333333,2.5766666666666667,1.413333333333333,54,4.5,5.9631,8.7268
DELTA,12,7,3,22,87,34,121,174,15,0,7,0,0,1,0,2,0,0,0,0,2,0,0,0,7,0,Q1,2023,8.126666666666667,1.5933333333333335,47.330000000000005,0.7600000000000001,2.7100000000000004,100.89666666666666,17.753333333333334,26.08333333333333,23.043333333333333,25.95,260.6,1.0933333333333335,0.4033333333333333,143,6.5,5.532,5.8987
EBONYI,9,30,10,49,131,14,145,366,28,0,2,2,0,1,0,2,1,0,0,0,0,1,0,0,0,16,Q1,2023,9.003333333333332,1.81,46.73333333333333,0.4933333333333333,0.4166666666666667,99.95666666666666,13.596666666666666,27.84,17.983333333333334,28.73333333333333,98.83333333333331,3.686666666666667,2.023333333333333,194,3.959183673469388,6.2649,8.013
EDO,14,37,4,55,183,41,224,426,25,0,6,11,9,2,0,4,3,0,0,0,0,0,0,0,33,1,Q1,2023,8.313333333333333,1.6566666666666665,50.45333333333334,0.7000000000000001,2.063333333333333,99.93,16.55666666666667,25.42333333333333,21.57333333333333,25.1,177.9,1.5733333333333333,0.88,279,5.072727272727272,6.5244,5.8987
EKITI,1,14,7,22,48,2,50,120,39,0,1,2,4,0,0,0,1,0,1,0,0,1,0,0,1,0,Q1,2023,8.433333333333334,1.7,45.836666666666666,0.7266666666666666,3.4233333333333333,96.76333333333332,15.199999999999998,24.49,19.64,24.176666666666662,157.9,2.1166666666666667,1.27,72,3.272727272727273,7.6656,5.3103
ENUGU,10,23,4,37,99,21,120,237,28,0,0,0,7,0,0,1,3,0,2,0,0,0,0,0,4,3,Q1,2023,8.773333333333333,1.7566666666666666,46.086666666666666,0.5566666666666666,0.7066666666666667,99.26333333333334,14.29,26.286666666666665,18.80666666666667,26.416666666666668,94.5,3.3633333333333333,1.923333333333333,157,4.243243243243243,6.5244,7.5086
FCT,71,245,66,382,667,100,767,1663,300,0,21,6,11,2,3,3,33,5,27,5,0,0,2,6,179,13,Q1,2023,9.273333333333332,1.8966666666666667,38.376666666666665,0.4666666666666666,0.25,98.03,11.3,26.703333333333333,14.693333333333332,27.106666666666666,116.56666666666666,3.41,1.78,1149,3.007853403141361,8.8941,7.186
GOMBE,12,48,1,61,240,26,266,394,47,2,0,1,0,0,0,0,14,0,4,0,0,0,0,0,18,1,Q1,2023,9.603333333333332,1.9566666666666668,34.93333333333333,0.3133333333333333,0.2533333333333333,96.71666666666664,5.97,26.25,4.483333333333333,26.813333333333333,30.066666666666663,3.8366666666666656,3.0500000000000003,327,5.360655737704918,10.2892,11.167
IMO,9,8,1,18,58,11,69,123,8,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,Q1,2023,8.35,1.6466666666666667,52.32,0.6933333333333334,2.023333333333333,100.28333333333336,16.726666666666667,25.97666666666667,21.906666666666663,25.82,275.3333333333333,2.3266666666666667,1.3166666666666669,87,4.833333333333333,5.572,7.0588
JIGAWA,23,105,1,129,400,26,426,717,185,0,6,0,0,3,0,7,6,0,5,0,0,0,0,0,0,14,Q1,2023,9.233333333333333,1.8533333333333333,35.333333333333336,0.16,0.0,96.63333333333333,4.04,24.9,-0.2066666666666666,25.19666666666667,53.36666666666667,2.8966666666666665,1.5599999999999998,555,4.3023255813953485,12.228,9.561
KADUNA,65,129,9,203,782,139,921,1730,109,0,11,3,0,0,1,17,26,3,16,0,0,0,0,8,0,1,Q1,2023,9.29,1.92,31.08333333333333,0.5033333333333333,3.65,94.11,8.156666666666666,23.166666666666668,8.89,22.996666666666663,69.6,4.13,3.046666666666667,1124,5.536945812807882,10.3764,7.709799999999999
KANO,23,39,4,66,309,69,378,587,53,0,5,1,0,1,0,3,6,0,1,1,0,0,0,0,5,2,Q1,2023,9.273333333333332,1.8866666666666667,31.276666666666667,0.21,0.0033333333333333,96.14666666666666,4.580000000000001,24.036666666666665,1.3833333333333335,24.006666666666664,56.96666666666667,2.67,1.1866666666666668,444,6.727272727272728,11.999,8.522
KATSINA,13,10,0,23,143,29,172,206,18,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,Q1,2023,9.0,1.8033333333333332,30.60333333333333,0.14,0.0033333333333333,95.80333333333334,4.19,24.55,0.0699999999999999,25.16,78.36666666666666,4.68,3.24,195,8.478260869565217,12.9843,7.6223
KEBBI,9,18,0,27,128,62,190,252,25,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,1,Q1,2023,9.28,1.87,30.296666666666667,0.1633333333333333,0.0166666666666666,98.29333333333334,5.53,26.616666666666664,3.82,27.02,84.53333333333333,3.2466666666666666,1.9066666666666665,217,8.037037037037036,12.4504,4.1999
KOGI,30,61,6,97,313,64,377,718,73,1,12,7,9,0,0,13,2,0,8,0,1,0,0,1,0,4,Q1,2023,8.65,1.7266666666666666,43.36000000000001,0.61,1.653333333333333,98.85333333333334,14.006666666666668,25.71333333333333,18.506666666666664,25.563333333333333,117.23333333333332,3.2266666666666666,1.85,474,4.88659793814433,7.733,6.6906
KWARA,28,60,3,91,328,54,382,663,88,0,11,8,5,0,0,16,1,0,3,1,0,1,0,0,2,3,Q1,2023,8.786666666666667,1.7733333333333334,41.02333333333333,0.4033333333333333,0.6900000000000001,97.67333333333332,11.57,27.42,14.976666666666668,28.59,108.93333333333334,3.3866666666666667,2.03,473,5.197802197802198,8.9669,4.3874
LAGOS,18,60,35,113,230,40,270,613,66,0,3,8,12,0,0,9,1,0,4,0,0,0,0,1,0,9,Q1,2023,8.67,1.7133333333333332,45.75,0.6,1.336666666666667,100.71666666666664,18.313333333333333,27.12,23.606666666666666,27.24,226.8,1.8966666666666665,2.043333333333333,383,3.3893805309734515,6.5244,3.3792
NASARAWA,18,118,7,143,315,23,338,565,73,0,4,5,4,4,0,19,16,0,9,1,0,0,0,0,34,14,Q1,2023,9.273333333333332,1.8966666666666667,38.376666666666665,0.5466666666666667,0.6566666666666667,98.22666666666667,12.26,25.91,16.053333333333335,25.94666666666667,131.9,2.93,1.8066666666666664,481,3.363636363636364,8.54,7.7197
NIGER,34,83,6,123,407,94,501,895,103,0,5,1,7,3,2,13,6,0,2,1,0,0,1,3,4,10,Q1,2023,8.93,1.7766666666666666,40.43666666666667,0.3033333333333333,0.2633333333333333,99.50666666666666,10.943333333333332,28.49,14.47,29.83,115.9,3.06,1.6733333333333331,624,5.073170731707317,9.0819,6.019
OGUN,60,175,34,269,707,113,820,1742,320,0,14,14,16,3,0,18,4,0,20,5,4,1,0,6,7,25,Q1,2023,8.67,1.7133333333333332,45.75,0.7133333333333333,1.43,99.97666666666667,17.47,25.936666666666667,22.65333333333333,25.89,214.23333333333332,1.82,1.1033333333333333,1089,4.048327137546468,6.998,3.4737
ONDO,23,71,5,99,239,43,282,618,70,1,12,0,4,0,0,1,12,1,6,1,1,0,0,1,0,2,Q1,2023,8.433333333333334,1.7,45.836666666666666,0.7266666666666666,3.4233333333333333,96.76333333333332,15.199999999999998,24.49,19.64,24.176666666666662,157.9,2.1166666666666667,1.27,381,3.8484848484848486,7.2508,5.2103
OSUN,10,54,5,69,255,13,268,559,53,0,11,2,0,0,4,2,1,0,8,0,0,0,0,0,0,2,Q1,2023,8.456666666666665,1.68,47.31,0.7433333333333333,2.6833333333333336,98.11,16.02,25.08,20.793333333333333,24.91,163.86666666666665,1.7033333333333334,0.9566666666666668,337,4.884057971014493,7.5629,4.52
OYO,32,69,5,106,247,53,300,591,84,0,8,5,9,2,3,6,12,2,3,0,0,0,0,1,0,1,Q1,2023,8.443333333333333,1.6733333333333331,46.71666666666667,0.65,1.29,97.81666666666666,15.176666666666668,25.263333333333332,19.816666666666663,25.256666666666664,148.63333333333333,2.68,1.6900000000000002,406,3.830188679245283,7.85,3.933
PLATEAU,23,70,7,100,420,55,475,824,42,0,1,18,11,2,1,13,18,0,0,3,0,0,0,0,2,9,Q1,2023,9.316666666666666,1.9266666666666667,35.03666666666667,0.21,0.13,95.07666666666668,6.890000000000001,27.320000000000004,5.633333333333333,28.586666666666662,102.1,4.13,3.6966666666666663,575,5.75,9.2182,9.517
RIVERS,5,8,5,18,37,9,46,80,16,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,Q1,2023,8.049999999999999,1.6166666666666665,58.66,0.7533333333333333,2.806666666666666,100.68666666666668,17.436666666666667,26.14333333333333,22.736666666666668,26.013333333333332,256.40000000000003,1.6966666666666663,0.9066666666666666,64,3.555555555555556,4.8156,7.0498
SOKOTO,9,9,0,18,69,40,109,148,14,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,Q1,2023,9.456666666666669,1.9166666666666667,27.05666666666667,0.1933333333333333,0.0033333333333333,97.94333333333331,5.04,25.85,2.5733333333333337,26.186666666666667,84.96666666666667,4.406666666666667,2.74,127,7.055555555555555,13.0059,5.2476
TARABA,8,47,0,55,201,24,225,397,9,0,3,0,0,0,0,3,14,0,3,1,0,0,0,0,21,2,Q1,2023,9.536666666666669,1.9766666666666663,42.19,0.3166666666666666,0.0666666666666666,98.10666666666668,8.076666666666666,27.41,9.2,28.08666666666667,115.16666666666669,4.109999999999999,2.556666666666666,280,5.090909090909091,8.8904,11.363
YOBE,14,23,1,38,215,26,241,338,36,0,6,5,0,1,0,3,1,0,2,0,1,0,0,0,0,2,Q1,2023,9.67,1.9833333333333332,35.169999999999995,0.0766666666666666,0.0,96.84666666666664,3.856666666666666,25.55,-0.6933333333333334,26.37,42.833333333333336,3.686666666666667,2.603333333333333,279,7.342105263157895,12.0,11.5
ZAMFARA,8,12,0,20,113,14,127,189,14,0,0,0,0,3,0,4,0,0,1,0,0,0,0,0,2,0,Q1,2023,9.293333333333331,1.8866666666666667,27.41,0.2366666666666666,0.01,95.15333333333336,4.993333333333333,25.03,2.04,25.81,83.83333333333333,4.996666666666666,3.34,147,7.35,12.1704,6.659
ABIA,3,6,3,12,22,3,25,78,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Q2,2023,7.763333333333333,1.7366666666666666,82.16000000000001,0.6766666666666667,5.34,100.01333333333332,18.98333333333333,26.376666666666665,24.186666666666667,26.453333333333333,225.9333333333333,2.02,1.4833333333333334,37,3.083333333333333,5.4527,7.5248
ADAMAWA,5,51,1,57,175,5,180,301,39,0,0,0,1,1,0,11,3,0,2,0,0,0,0,0,4,0,Q2,2023,9.64,2.103333333333333,72.84333333333333,0.33,1.9466666666666663,97.96333333333332,14.786666666666669,31.296666666666667,19.37333333333333,32.88,263.7,3.51,2.126666666666667,237,4.157894736842105,9.3265,12.3984
AKWA IBOM,5,10,2,17,32,6,38,75,12,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,1,Q2,2023,,,,,,,,,,,,,,55,3.235294117647059,5.0377,7.9128
ANAMBRA,10,11,13,34,60,12,72,273,11,0,1,1,8,1,0,7,0,0,0,0,0,0,0,1,4,0,Q2,2023,8.076666666666666,1.7933333333333332,80.17999999999999,0.6633333333333333,5.5633333333333335,99.88333333333333,19.026666666666667,26.46333333333333,24.19666666666667,26.61,229.5666666666667,2.1666666666666665,1.6900000000000002,106,3.117647058823529,6.21,7.07
BAUCHI,33,66,1,100,399,84,483,656,80,0,21,8,0,1,0,8,4,0,2,2,0,0,0,0,3,4,Q2,2023,9.32,2.0466666666666664,71.21666666666665,0.47,3.22,95.13333333333333,14.453333333333331,28.33666666666667,18.293333333333333,29.133333333333336,209.16666666666663,3.106666666666667,2.033333333333333,583,5.83,10.3158,9.8442
BAYELSA,2,5,0,7,30,8,38,53,3,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,Q2,2023,7.38,1.65,80.39333333333333,0.85,6.96,100.89,19.396666666666665,26.57333333333333,24.683333333333334,26.73,223.46666666666667,1.7966666666666666,1.34,45,6.428571428571429,4.7719000000000005,6.0699
BENUE,19,38,0,57,156,29,185,302,47,0,2,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,Q2,2023,8.476666666666667,1.8833333333333333,81.17999999999999,0.5499999999999999,2.4733333333333336,99.43333333333334,17.63,28.163333333333338,22.84,28.94,226.8,2.7900000000000005,2.0933333333333333,242,4.245614035087719,7.1907,8.1297
BORNO,9,43,2,54,164,13,177,315,20,0,10,2,0,0,0,5,3,0,1,0,0,0,0,0,13,1,Q2,2023,9.793333333333337,2.12,72.46,0.14,0.82,97.18666666666668,10.853333333333332,33.29666666666667,12.986666666666665,35.43333333333334,144.0666666666667,4.086666666666667,2.643333333333333,231,4.277777777777778,11.8333,13.15
CROSS RIVER,9,15,3,27,85,22,107,206,25,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Q2,2023,7.62,1.7633333333333334,85.47333333333334,0.6933333333333334,4.3566666666666665,99.70666666666666,18.683333333333334,26.816666666666663,23.866666666666664,27.043333333333333,223.46666666666667,2.24,1.6133333333333333,134,4.962962962962963,5.9631,8.7268
DELTA,9,13,6,28,84,17,101,224,14,1,6,0,6,0,0,4,1,0,0,0,2,1,0,0,5,0,Q2,2023,7.533333333333334,1.6833333333333331,78.68666666666667,0.8033333333333333,6.723333333333334,100.97333333333334,19.53,26.473333333333333,24.81,26.526666666666667,225.33333333333331,0.9433333333333334,0.36,129,4.607142857142857,5.532,5.8987
EBONYI,15,29,4,48,97,43,140,294,35,0,4,1,2,1,0,2,2,0,5,0,0,0,0,0,0,1,Q2,2023,8.110000000000001,1.8233333333333333,82.28333333333335,0.6133333333333334,3.206666666666667,100.02666666666666,18.176666666666662,27.68,23.44666666666667,28.24666666666667,225.2,2.6166666666666667,1.97,188,3.9166666666666665,6.2649,8.013
EDO,27,28,16,71,222,50,272,724,35,0,2,0,24,0,0,4,1,0,1,0,0,0,0,0,27,3,Q2,2023,7.693333333333332,1.7,82.80666666666667,0.7333333333333334,5.72,99.99666666666668,19.343333333333334,26.1,24.486666666666665,26.15,230.96666666666667,1.38,0.8533333333333334,343,4.830985915492958,6.5244,5.8987
EKITI,6,17,5,28,51,9,60,117,38,2,1,0,4,0,0,2,0,0,0,1,0,0,0,0,1,2,Q2,2023,8.163333333333334,1.8266666666666669,79.60333333333334,0.8066666666666666,7.993333333333333,96.82666666666668,18.48,25.02,23.203333333333333,25.136666666666667,225.5666666666667,2.1300000000000003,1.3766666666666667,88,3.142857142857143,7.6656,5.3103
ENUGU,13,25,6,44,129,40,169,284,26,0,4,0,22,0,0,8,3,0,3,0,0,0,0,0,0,2,Q2,2023,8.076666666666666,1.7933333333333332,80.17999999999999,0.6,4.03,99.33666666666666,18.316666666666663,26.78,23.47666666666667,27.133333333333336,232.0666666666667,2.533333333333333,1.923333333333333,213,4.840909090909091,6.5244,7.5086
FCT,52,214,54,320,653,65,718,1713,285,1,11,8,6,0,3,1,19,6,13,8,0,1,2,0,136,2,Q2,2023,8.453333333333333,1.86,78.58999999999999,0.57,4.920000000000001,98.06666666666666,17.776666666666667,27.593333333333334,22.676666666666662,28.176666666666662,207.0666666666667,2.3666666666666667,1.413333333333333,1038,3.24375,8.8941,7.186
GOMBE,17,42,1,60,220,30,250,388,40,0,4,2,2,0,0,4,11,0,2,1,0,0,0,0,4,0,Q2,2023,9.69,2.0866666666666664,70.72666666666667,0.5,4.466666666666667,96.61333333333332,15.476666666666668,28.49,19.49,29.23333333333333,213.2,3.3366666666666664,2.2533333333333334,310,5.166666666666667,10.2892,11.167
IMO,6,11,3,20,37,8,45,120,16,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,Q2,2023,7.763333333333333,1.7366666666666666,82.16000000000001,0.7233333333333333,6.013333333333333,100.36,19.17333333333333,26.57,24.40333333333333,26.68,227.46666666666667,1.87,1.33,65,3.25,5.572,7.0588
JIGAWA,29,77,1,107,291,53,344,591,136,0,15,4,0,7,0,2,3,0,5,16,0,0,0,0,1,5,Q2,2023,10.053333333333333,2.0933333333333333,65.61,0.1933333333333333,1.4,96.39,11.513333333333334,31.52333333333333,14.006666666666666,32.31666666666667,150.1,2.853333333333333,1.3733333333333333,451,4.214953271028038,12.228,9.561
KADUNA,61,117,12,190,755,119,874,1489,125,0,7,2,2,1,7,18,23,2,6,4,0,1,0,7,5,8,Q2,2023,9.316666666666668,2.0466666666666664,73.10666666666667,0.75,16.813333333333333,94.09333333333332,16.71666666666667,25.10333333333333,20.82333333333333,25.12333333333333,206.53333333333333,2.7566666666666664,1.68,1064,5.6,10.3764,7.709799999999999
KANO,22,60,5,87,272,46,318,556,54,0,4,3,2,2,0,6,8,0,11,2,0,0,0,1,19,3,Q2,2023,9.653333333333334,2.0500000000000003,68.42666666666666,0.2266666666666666,1.2266666666666668,95.92,12.143333333333333,30.73333333333333,14.966666666666669,30.993333333333336,250.9666666666667,2.7266666666666666,1.106666666666667,405,4.655172413793103,11.999,8.522
KATSINA,17,20,0,37,131,34,165,242,31,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,8,0,Q2,2023,9.833333333333334,2.07,66.43666666666667,0.2166666666666666,2.7100000000000004,95.58,11.606666666666667,30.906666666666663,13.766666666666666,32.443333333333335,177.23333333333335,3.9,2.553333333333333,202,5.45945945945946,12.9843,7.6223
KEBBI,10,25,2,37,89,24,113,207,26,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,1,Q2,2023,10.08,2.1333333333333333,62.79,0.2366666666666666,2.023333333333333,98.12,13.686666666666667,32.1,17.656666666666666,33.06666666666666,195.9333333333333,3.1666666666666665,1.846666666666667,150,4.054054054054054,12.4504,4.1999
KOGI,31,68,8,107,360,57,417,995,64,0,7,7,6,0,0,14,2,0,5,2,1,0,0,0,0,10,Q2,2023,8.306666666666667,1.836666666666667,78.73,0.6433333333333333,5.233333333333333,98.89666666666666,18.5,26.8,23.570000000000004,27.10333333333333,223.1,2.66,2.03,524,4.897196261682243,7.733,6.6906
KWARA,18,55,4,77,288,37,325,633,95,0,6,2,0,0,0,10,0,0,8,2,0,0,0,0,4,0,Q2,2023,8.666666666666666,1.913333333333333,74.67,0.5333333333333333,3.776666666666667,97.7,17.336666666666666,27.87333333333333,22.246666666666663,28.706666666666667,215.0,3.356666666666667,2.4566666666666666,402,5.220779220779221,8.9669,4.3874
LAGOS,35,58,45,138,209,52,261,689,77,0,2,13,9,0,0,13,8,0,7,0,0,4,0,0,0,5,Q2,2023,7.813333333333333,1.7066666666666668,78.50333333333333,0.64,6.6433333333333335,100.79666666666668,19.466666666666665,27.293333333333333,24.73,27.55333333333333,222.23333333333332,1.62,2.35,399,2.891304347826087,6.5244,3.3792
NASARAWA,31,167,10,208,532,55,587,1108,140,0,6,3,3,6,0,6,37,0,24,0,0,0,0,0,36,13,Q2,2023,8.453333333333333,1.86,78.58999999999999,0.5733333333333334,4.416666666666667,98.26666666666668,18.036666666666665,27.19,23.016666666666666,27.73,225.83333333333331,2.39,1.653333333333333,795,3.8221153846153846,8.54,7.7197
NIGER,39,107,4,150,499,78,577,1042,128,1,2,3,4,2,0,10,6,1,5,1,0,1,1,2,6,4,Q2,2023,8.76,1.91,80.62,0.4633333333333334,3.953333333333333,99.53000000000002,17.613333333333333,29.180000000000003,22.75333333333333,29.97,209.96666666666667,2.6166666666666667,1.66,727,4.846666666666667,9.0819,6.019
OGUN,67,172,44,283,621,97,718,1777,340,1,37,20,22,3,0,14,15,2,22,2,4,0,0,2,4,14,Q2,2023,7.813333333333333,1.7066666666666668,78.50333333333333,0.7633333333333333,8.53,100.05,19.296666666666667,26.266666666666666,24.456666666666667,26.363333333333333,217.0,1.62,1.2,1001,3.537102473498233,6.998,3.4737
ONDO,29,76,8,113,278,39,317,668,83,1,6,2,3,1,1,12,6,0,4,3,3,0,1,1,0,2,Q2,2023,8.163333333333334,1.8266666666666669,79.60333333333334,0.8066666666666666,7.993333333333333,96.82666666666668,18.48,25.02,23.203333333333333,25.136666666666667,225.5666666666667,2.1300000000000003,1.3766666666666667,430,3.8053097345132745,7.2508,5.2103
OSUN,18,58,13,89,230,54,284,639,56,0,12,0,4,1,3,5,1,0,11,0,0,0,0,0,0,2,Q2,2023,7.946666666666666,1.7699999999999998,80.65666666666667,0.8533333333333334,9.58,98.18,18.883333333333336,25.493333333333336,23.786666666666665,25.540000000000003,219.7,1.6833333333333331,1.0533333333333337,373,4.191011235955056,7.5629,4.52
OYO,55,83,6,144,370,94,464,779,87,2,5,5,9,2,2,6,19,2,12,0,1,0,1,0,0,2,Q2,2023,8.03,1.78,82.72666666666667,0.7399999999999999,8.516666666666667,97.87333333333332,18.523333333333333,25.68,23.42,25.826666666666664,216.4333333333333,2.543333333333333,1.86,608,4.222222222222222,7.85,3.933
PLATEAU,11,46,4,61,194,33,227,400,25,0,6,6,11,0,0,6,6,0,3,4,0,0,0,1,1,2,Q2,2023,9.016666666666666,2.02,74.01333333333334,0.3899999999999999,2.313333333333333,95.08,15.303333333333333,27.736666666666668,19.44,29.036666666666665,231.96666666666667,3.0966666666666662,2.21,288,4.721311475409836,9.2182,9.517
RIVERS,8,10,4,22,34,11,45,116,18,0,2,2,1,0,0,2,1,0,5,0,0,0,0,0,0,0,Q2,2023,7.166666666666667,1.6233333333333333,82.20333333333333,0.8233333333333334,7.703333333333333,100.76666666666668,19.3,26.50333333333333,24.58,26.536666666666665,221.6,1.4766666666666666,0.88,67,3.0454545454545454,4.8156,7.0498
SOKOTO,6,11,0,17,58,8,66,90,13,0,2,1,0,1,0,2,10,0,0,0,0,0,0,0,0,1,Q2,2023,10.25,2.1466666666666665,58.87666666666667,0.2366666666666667,2.043333333333333,97.73666666666668,12.863333333333337,32.24,16.356666666666666,33.629999999999995,193.6,3.846666666666667,2.4833333333333334,83,4.882352941176471,13.0059,5.2476
TARABA,8,38,1,47,99,10,109,202,22,0,2,1,0,0,0,6,12,0,2,0,0,0,0,0,17,1,Q2,2023,8.766666666666667,1.9633333333333327,81.23,0.3566666666666667,1.8066666666666664,98.07,15.95,29.686666666666667,20.826666666666668,30.916666666666668,228.0333333333333,3.766666666666666,2.563333333333333,156,3.3191489361702127,8.8904,11.363
YOBE,16,33,1,50,305,32,337,438,36,0,7,0,0,3,0,8,2,0,4,0,0,0,0,0,2,2,Q2,2023,10.273333333333332,2.1666666666666665,63.46,0.1166666666666666,0.7866666666666667,96.58666666666666,10.896666666666668,32.53,12.993333333333334,34.17333333333333,139.23333333333332,3.613333333333333,2.123333333333333,387,7.74,12.0,11.5
ZAMFARA,5,14,0,19,146,32,178,142,14,1,1,1,0,0,1,2,0,0,3,0,0,0,0,0,0,0,Q2,2023,10.093333333333334,2.1466666666666665,62.99333333333334,0.3033333333333333,1.4500000000000002,95.02,13.273333333333332,29.74333333333333,16.56,31.376666666666665,199.46666666666667,3.9,2.583333333333333,197,10.36842105263158,12.1704,6.659
ABIA,2,8,5,15,42,11,53,129,5,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Q3,2023,6.793333333333333,1.5933333333333335,87.91666666666667,0.7733333333333334,6.640000000000001,100.18666666666668,18.546666666666667,25.703333333333333,23.83333333333333,25.77333333333333,226.96666666666667,2.2466666666666666,1.6133333333333333,68,4.533333333333333,5.4527,7.5248
ADAMAWA,5,26,1,32,89,6,95,160,21,0,1,1,2,0,0,2,4,0,0,0,0,0,0,0,2,0,Q3,2023,8.876666666666667,2.036666666666666,69.02666666666666,0.4566666666666666,3.3466666666666662,98.22,16.876666666666665,28.23,21.933333333333334,28.83666666666667,233.96666666666667,2.72,1.36,127,3.96875,9.3265,12.3984
AKWA IBOM,2,6,0,8,14,3,17,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Q3,2023,,,,,,,,,,,,,,25,3.125,5.0377,7.9128
ANAMBRA,10,18,6,34,90,19,109,252,14,1,4,0,10,0,0,10,0,0,0,1,0,0,0,0,0,2,Q3,2023,7.16,1.6733333333333331,84.23,0.7666666666666666,7.599999999999999,100.05333333333331,18.58,25.75333333333333,23.840000000000003,25.89,232.0,2.316666666666667,1.83,143,4.205882352941177,6.21,7.07
BAUCHI,13,35,3,51,159,16,175,309,36,0,9,4,0,1,0,2,1,1,1,1,0,0,0,0,0,1,Q3,2023,9.486666666666666,2.1666666666666665,70.19,0.4633333333333333,2.68,95.34333333333332,15.923333333333332,26.826666666666668,20.50333333333333,27.56,175.96666666666667,2.72,1.663333333333333,226,4.431372549019608,10.3158,9.8442
BAYELSA,0,2,3,5,2,0,2,22,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Q3,2023,6.073333333333333,1.4166666666666667,87.48666666666666,0.92,6.38,101.06666666666666,18.75,25.72666666666667,24.16,25.933333333333334,228.4666666666667,2.1733333333333333,1.5066666666666666,7,1.4,4.7719000000000005,6.0699
